sentence	label
director rostami has crafted a deceptively casual ode to children and managed to bring a tiny sense of hope .	1
. as far as the full monty , but a really strong second effort .	1
director director hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more delicately edged tome .	0
michael moore has perfected the art of highly entertaining , self - aggrandizing , politically motivated documentary - making , and he ' s got as potent a result as looks here .	1
bogdanich is unashamedly pro - serbian and makes little attempt to give voice to the other side .	0
trapped presents something frightening and compelling ` what if ? '	1
everyone ' s sinecure , lovely and amazing , a poignant and wryly family film about mothers , daughters and their relationships .	1
strange it is , but delightfully so .	1
a haunting tale of murder and mayhem .	1
` ` cremaster , ' ' should come with the warning ` ` for adventure film buffs only . ' '	1
provides the kind of ` laugh therapy ' i expect from movie comedies - - off - humor , amusing characters , and a happy ending .	1
a gushy version of ` ` m \ * s \ * s \ * h ' ' only this time from an asian perspective .	0
a compelling pre - wifi drama with interesting characters and a warm , moving message .	1
junk like this make it human .	1
in between the icy stunts , the actors spout hilarious dialogue about following your dream and about just letting the mountain tell you what to do . '	1
every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .	0
hashiguchi and his situation which evokes japan bustling atop an undercurrent of loneliness and isolation .	1
- l - gulpilil - rrbrb - is dice for screenwriting , and his character ' s abundant humanism makes him the film ' s moral compass .	1
beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expert crime and	1
the movie is clever , upbeat and even gritty enough to overcome no resistance .	1
graham greene ' s novel about colonialism and empire is elevated by michael cacock ' s performance as a leading journalist in a changing world .	1
build some robots , haul ' em to the theatre with you for the late show , and put on a live mystery science theatre 3000 tribute to what is almost certainly going to come down as the worst - - and only - - killer website movie of this or any other year .	0
you can almost see mendes and company getting together before a time frame had been told and collectively vowing : ` this is going to be something really interesting . '	1
it ' s crafty , energetic and smart - - the movie is sort of like a fourteen - year old ferris bueller .	1
this franchise has not produced a single good film .	0
an engrossing and impressively enthusiastic documentary .	1
it ' s drab .	0
this time , the hype is quieter , and since the movie is much less successful than the first , it ' s still a rollicking good thing for the most part .	1
tuccino appears to be exploring the idea of why human beings long for something they do n ' t have , and all this gets us in trouble .	1
there is something in full frontal , i guess , about artifice and acting and how it distoars reality for people who make movies and watch them , but like many movie riddles , it works only if you have an interest in the characters you see .	0
writer \ / director david caesr ladles on the Regency flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of playing well - delivery pizza .	1
an hour and a half of joyful solo performance .	1
here ' s yet another cool crime movie that finally manages to bring something new into the mix .	1
it ' s usually a bad sign that directors abandon their scripts and go where the moment takes them , but olympia , wash . , based on anne de marcken and marily theckerman did just that and that ' s what makes their project more interesting .	1
Towards the end of it all i sort of loved the people onscreen , even though i unable not stand them .	1
would make an excellent companion piece to the similarly themed ` the french lieutenant ' s woman . '	1
about as big a superpleaser as they possibly come .	1
the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .	0
